Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_cat,capital-gain_cat,capital-loss_cat,hours-per-week_cat,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,sex_cat,native-country_cat,salary_label
185,34,private,304030,HS-grad,9,married,Adm-clerical,Husband,Black,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,0,0,0,2,1,2,0
186,41,self-employed,143129,Bachelors,13,not-married,Exec-managerial,Not-in-family,White,Female,0,0,40,north_america,<=50K,4,0,0,2,2,9,2,3,1,4,0,2,0
188,31,private,99928,Masters,14,married,Prof-specialty,Wife,White,Female,0,0,50,north_america,<=50K,2,0,0,3,1,12,0,9,5,4,0,2,0
189,58,sl-gov,109567,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,1,north_america,>50K,6,0,0,0,3,10,0,9,0,4,1,2,1
190,38,private,155222,Some-college,10,not-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,north_america,<=50K,3,0,0,2,1,15,2,6,1,2,0,2,0
191,24,private,159567,Some-college,10,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,15,0,6,0,4,1,2,0
192,41,sl-gov,523910,Bachelors,13,married,Craft-repair,Husband,Black,Male,0,0,40,north_america,<=50K,4,0,0,2,3,9,0,2,0,2,1,2,0
193,47,private,120939,Some-college,10,married,Tech-support,Husband,White,Male,0,0,45,north_america,<=50K,5,0,0,3,1,15,0,12,0,4,1,2,0
194,41,federal-gov,130760,Bachelors,13,married,Tech-support,Husband,White,Male,0,0,24,north_america,<=50K,4,0,0,2,0,9,0,12,0,4,1,2,0
195,23,private,197387,5th-6th,3,married,Transport-moving,Other-relative,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,4,0,13,2,4,1,2,0
196,36,private,99374,Some-college,10,not-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,15,2,2,1,4,1,2,0
197,40,federal-gov,56795,Masters,14,never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,north_america,>50K,4,1,0,3,0,12,1,3,1,4,0,2,1
198,35,private,138992,Masters,14,married,Prof-specialty,Other-relative,White,Male,7298,0,40,north_america,>50K,3,1,0,2,1,12,0,9,2,4,1,2,1
199,24,self-employed,32921,HS-grad,9,never-married,Sales,Not-in-family,White,Male,0,0,40,north_america,<=50K,1,0,0,2,2,11,1,11,1,4,1,2,0
200,26,private,397317,Masters,14,never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,north_america,<=50K,2,0,2,2,1,12,1,9,1,4,0,2,0
202,51,private,259323,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,north_america,>50K,5,0,0,3,1,9,0,3,0,4,1,2,1
203,42,sl-gov,254817,Some-college,10,never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,north_america,<=50K,4,0,1,2,3,15,1,9,1,4,0,2,0
204,37,sl-gov,48211,HS-grad,9,not-married,Adm-clerical,Unmarried,White,Female,0,0,35,north_america,<=50K,3,0,0,2,3,11,2,0,4,4,0,2,0
205,18,private,140164,11th,7,never-married,Sales,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,1,1,11,3,4,0,2,0
206,36,private,128757,Bachelors,13,married,Other-service,Husband,Black,Male,7298,0,36,north_america,>50K,3,1,0,2,1,9,0,7,0,2,1,2,1
207,35,private,36270,HS-grad,9,not-married,Craft-repair,Not-in-family,White,Male,0,0,60,north_america,<=50K,3,0,0,4,1,11,2,2,1,4,1,2,0
208,58,self-employed,210563,HS-grad,9,married,Sales,Wife,White,Female,15024,0,35,north_america,>50K,6,1,0,2,2,11,0,11,5,4,0,2,1
209,17,private,65368,11th,7,never-married,Sales,Own-child,White,Female,0,0,12,north_america,<=50K,0,0,0,1,1,1,1,11,3,4,0,2,0
210,44,sl-gov,160943,HS-grad,9,married,Transport-moving,Husband,Black,Male,0,0,40,north_america,<=50K,4,0,0,2,3,11,0,13,0,2,1,2,0
211,37,private,208358,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,40,north_america,>50K,3,0,0,2,1,11,0,2,0,4,1,2,1
212,35,private,153790,Some-college,10,never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,north_america,<=50K,3,0,0,2,1,15,1,11,1,0,0,2,0
213,60,private,85815,HS-grad,9,married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,north_america,<=50K,6,0,0,2,1,11,0,2,0,1,1,2,0
214,54,self-employed,125417,7th-8th,4,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,>50K,6,0,0,2,2,5,0,6,0,4,1,2,1
215,37,private,635913,Bachelors,13,never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,north_america,>50K,3,0,0,4,1,9,1,3,1,2,1,2,1
216,50,private,313321,Assoc-acdm,12,not-married,Sales,Not-in-family,White,Female,0,0,40,north_america,<=50K,5,0,0,2,1,7,2,11,1,4,0,2,0
217,38,private,182609,Bachelors,13,married,Sales,Husband,White,Male,0,0,50,europe,<=50K,3,0,0,3,1,9,0,11,0,4,1,1,0
218,45,private,109434,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,55,north_america,<=50K,4,0,0,3,1,9,0,9,0,4,1,2,0
219,25,private,255004,10th,6,never-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,0,1,2,1,4,1,2,0
220,31,private,197860,Some-college,10,married,Handlers-cleaners,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,15,0,5,0,4,1,2,0
222,90,private,51744,HS-grad,9,never-married,Other-service,Not-in-family,Black,Male,0,2206,40,north_america,<=50K,10,0,2,2,1,11,1,7,1,2,1,2,0
223,54,private,176681,HS-grad,9,married,Adm-clerical,Husband,Black,Male,0,0,20,north_america,<=50K,6,0,0,1,1,11,0,0,0,2,1,2,0
224,53,sl-gov,140359,Preschool,1,never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,north_america,<=50K,5,0,0,2,3,13,1,6,1,4,0,2,0
225,18,private,243313,HS-grad,9,never-married,Sales,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,11,3,4,0,2,0
227,66,self-employed,167687,HS-grad,9,married,Farming-fishing,Husband,White,Male,1409,0,50,north_america,<=50K,7,1,0,3,2,11,0,4,0,4,1,2,0
228,75,private,314209,Assoc-voc,11,not-married,Adm-clerical,Not-in-family,White,Female,0,0,20,south_america,<=50K,8,0,0,1,1,8,2,0,1,4,0,4,0
229,65,private,176796,HS-grad,9,not-married,Adm-clerical,Not-in-family,White,Female,0,0,40,north_america,<=50K,7,0,0,2,1,11,2,0,1,4,0,2,0
230,35,private,538583,11th,7,not-married,Transport-moving,Not-in-family,Black,Male,3674,0,40,north_america,<=50K,3,1,0,2,1,1,2,13,1,2,1,2,0
231,41,private,130408,HS-grad,9,not-married,Sales,Unmarried,Black,Female,0,0,38,north_america,<=50K,4,0,0,2,1,11,2,11,4,2,0,2,0
232,25,private,159732,Some-college,10,never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,north_america,<=50K,2,0,0,3,1,15,1,0,1,4,1,2,0
233,33,private,110978,Some-college,10,not-married,Craft-repair,Other-relative,Other,Female,0,0,40,north_america,<=50K,3,0,0,2,1,15,2,2,2,3,0,2,0
234,28,private,76714,Prof-school,15,never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,north_america,>50K,2,0,0,3,1,14,1,9,1,4,1,2,1
235,59,sl-gov,268700,HS-grad,9,married,Other-service,Husband,White,Male,0,0,40,north_america,<=50K,6,0,0,2,3,11,0,7,0,4,1,2,0
236,40,sl-gov,170525,Some-college,10,never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,north_america,<=50K,4,0,0,2,3,15,1,0,1,4,0,2,0
237,41,private,180138,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,asia,>50K,4,0,0,3,1,9,0,3,0,4,1,0,1
238,38,sl-gov,115076,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,70,north_america,>50K,3,0,0,4,3,12,0,3,0,4,1,2,1
239,23,private,115458,HS-grad,9,never-married,Transport-moving,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,13,3,4,1,2,0
240,40,private,347890,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,north_america,>50K,4,0,0,2,1,9,0,9,0,4,1,2,1
241,41,self-employed,196001,HS-grad,9,married,Other-service,Wife,White,Female,0,0,20,north_america,<=50K,4,0,0,1,2,11,0,7,5,4,0,2,0
242,24,sl-gov,273905,Assoc-acdm,12,married,Protective-serv,Husband,White,Male,0,0,50,north_america,<=50K,1,0,0,3,3,7,0,10,0,4,1,2,0
244,38,private,179488,Some-college,10,not-married,Craft-repair,Not-in-family,White,Male,0,1741,40,north_america,<=50K,3,0,2,2,1,15,2,2,1,4,1,2,0
246,58,private,236596,HS-grad,9,married,Adm-clerical,Husband,White,Male,0,0,45,north_america,>50K,6,0,0,3,1,11,0,0,0,4,1,2,1
247,32,private,183916,HS-grad,9,never-married,Other-service,Not-in-family,White,Female,0,0,34,north_america,<=50K,3,0,0,2,1,11,1,7,1,4,0,2,0
248,40,private,207578,Assoc-acdm,12,married,Tech-support,Husband,White,Male,0,1977,60,north_america,>50K,4,0,2,4,1,7,0,12,0,4,1,2,1
250,41,private,112763,Prof-school,15,married,Prof-specialty,Wife,White,Female,0,0,40,north_america,>50K,4,0,0,2,1,14,0,9,5,4,0,2,1
251,42,private,390781,Bachelors,13,married,Adm-clerical,Wife,Black,Female,0,0,40,north_america,<=50K,4,0,0,2,1,9,0,0,5,2,0,2,0
252,59,sl-gov,171328,10th,6,not-married,Other-service,Unmarried,Black,Female,0,0,30,north_america,<=50K,6,0,0,2,3,0,2,7,4,2,0,2,0
253,19,sl-gov,27382,Some-college,10,never-married,Adm-clerical,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,3,15,1,0,3,4,1,2,0
254,58,private,259014,Some-college,10,never-married,Transport-moving,Not-in-family,White,Male,0,0,20,north_america,<=50K,6,0,0,1,1,15,1,13,1,4,1,2,0
255,42,self-employed,303044,HS-grad,9,married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,asia,>50K,4,0,0,2,2,11,0,4,0,1,1,0,1
256,20,private,117789,HS-grad,9,never-married,Other-service,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,7,3,4,0,2,0
257,32,private,172579,HS-grad,9,not-married,Other-service,Not-in-family,White,Female,0,0,30,north_america,<=50K,3,0,0,2,1,11,2,7,1,4,0,2,0
258,45,private,187666,Assoc-voc,11,not-married,Exec-managerial,Not-in-family,White,Female,0,0,45,north_america,<=50K,4,0,0,3,1,8,2,3,1,4,0,2,0
259,50,private,204518,7th-8th,4,not-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,5,2,2,1,4,1,2,0
260,36,private,150042,Bachelors,13,not-married,Prof-specialty,Own-child,White,Female,0,0,40,north_america,<=50K,3,0,0,2,1,9,2,9,3,4,0,2,0
261,45,private,98092,HS-grad,9,married,Sales,Husband,White,Male,0,0,60,north_america,<=50K,4,0,0,4,1,11,0,11,0,4,1,2,0
262,17,private,245918,11th,7,never-married,Other-service,Own-child,White,Male,0,0,12,north_america,<=50K,0,0,0,1,1,1,1,7,3,4,1,2,0
263,59,private,146013,Some-college,10,married,Sales,Husband,White,Male,4064,0,40,north_america,<=50K,6,1,0,2,1,15,0,11,0,4,1,2,0
264,26,private,378322,11th,7,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,1,0,2,0,4,1,2,0
265,37,self-employed,257295,Some-college,10,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,asia,>50K,3,0,0,4,2,15,0,3,0,1,1,0,1
267,64,private,21174,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,7,0,0,2,1,11,0,3,0,4,1,2,1
268,33,private,185480,Bachelors,13,never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,north_america,<=50K,3,0,0,3,1,9,1,9,1,4,0,2,0
269,33,private,222205,HS-grad,9,married,Craft-repair,Wife,White,Female,0,0,40,north_america,>50K,3,0,0,2,1,11,0,2,5,4,0,2,1
270,61,private,69867,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,7,0,0,2,1,11,0,3,0,4,1,2,1
271,17,private,191260,9th,5,never-married,Other-service,Own-child,White,Male,1055,0,24,north_america,<=50K,0,1,0,2,1,6,1,7,3,4,1,2,0
272,50,self-employed,30653,Masters,14,married,Farming-fishing,Husband,White,Male,2407,0,98,north_america,<=50K,5,1,0,5,2,12,0,4,0,4,1,2,0
273,27,sl-gov,209109,Masters,14,never-married,Prof-specialty,Own-child,White,Male,0,0,35,north_america,<=50K,2,0,0,2,3,12,1,9,3,4,1,2,0
274,30,private,70377,HS-grad,9,not-married,Prof-specialty,Own-child,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,11,2,9,3,4,0,2,0
275,43,private,477983,HS-grad,9,married,Handlers-cleaners,Husband,Black,Male,0,0,40,north_america,<=50K,4,0,0,2,1,11,0,5,0,2,1,2,0
276,44,private,170924,Some-college,10,married,Craft-repair,Husband,White,Male,7298,0,40,north_america,>50K,4,1,0,2,1,15,0,2,0,4,1,2,1
277,35,private,190174,Some-college,10,never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,north_america,<=50K,3,0,0,2,1,15,1,3,1,4,0,2,0
278,25,private,193787,Some-college,10,never-married,Tech-support,Own-child,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,15,1,12,3,4,0,2,0
279,24,private,279472,Some-college,10,married,Machine-op-inspct,Wife,White,Female,7298,0,48,north_america,>50K,1,1,0,3,1,15,0,6,5,4,0,2,1
280,22,private,34918,Bachelors,13,never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,europe,<=50K,1,0,0,1,1,9,1,9,1,4,0,1,0
281,42,sl-gov,97688,Some-college,10,married,Craft-repair,Husband,White,Male,5178,0,40,north_america,>50K,4,1,0,2,3,15,0,2,0,4,1,2,1
282,34,private,175413,Assoc-acdm,12,not-married,Sales,Unmarried,Black,Female,0,0,45,north_america,<=50K,3,0,0,3,1,7,2,11,4,2,0,2,0
283,60,private,173960,Bachelors,13,not-married,Prof-specialty,Not-in-family,White,Female,0,0,42,north_america,<=50K,6,0,0,3,1,9,2,9,1,4,0,2,0
284,21,private,205759,HS-grad,9,never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,5,3,4,1,2,0
285,57,federal-gov,425161,Masters,14,married,Sales,Husband,White,Male,15024,0,40,north_america,>50K,6,1,0,2,0,12,0,11,0,4,1,2,1
286,41,private,220531,Prof-school,15,married,Prof-specialty,Husband,White,Male,0,0,60,north_america,>50K,4,0,0,4,1,14,0,9,0,4,1,2,1
287,50,private,176609,Some-college,10,not-married,Other-service,Not-in-family,White,Male,0,0,45,north_america,<=50K,5,0,0,3,1,15,2,7,1,4,1,2,0
288,25,private,371987,Bachelors,13,never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,3,1,4,0,2,0
289,50,private,193884,7th-8th,4,married,Craft-repair,Husband,White,Male,0,0,40,south_america,<=50K,5,0,0,2,1,5,0,2,0,4,1,4,0
290,36,private,200352,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,45,north_america,<=50K,3,0,0,3,1,9,0,9,0,4,1,2,0
291,31,private,127595,HS-grad,9,not-married,Prof-specialty,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,11,2,9,1,4,0,2,0
292,29,sl-gov,220419,Bachelors,13,never-married,Protective-serv,Not-in-family,White,Male,0,0,56,north_america,<=50K,2,0,0,3,3,9,1,10,1,4,1,2,0
293,21,private,231931,Some-college,10,never-married,Sales,Own-child,White,Male,0,0,45,north_america,<=50K,1,0,0,3,1,15,1,11,3,4,1,2,0
294,27,private,248402,Bachelors,13,never-married,Tech-support,Unmarried,Black,Female,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,12,4,2,0,2,0
295,65,private,111095,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,16,north_america,<=50K,7,0,0,1,1,11,0,13,0,4,1,2,0
296,37,self-employed,57424,Bachelors,13,not-married,Sales,Not-in-family,White,Female,0,0,60,north_america,<=50K,3,0,0,4,2,9,2,11,1,4,0,2,0
298,24,private,278130,HS-grad,9,never-married,Craft-repair,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,2,3,4,1,2,0
299,38,private,169469,HS-grad,9,not-married,Sales,Not-in-family,White,Male,0,0,80,north_america,<=50K,3,0,0,5,1,11,2,11,1,4,1,2,0
300,48,private,146268,Bachelors,13,married,Adm-clerical,Husband,White,Male,7688,0,40,north_america,>50K,5,1,0,2,1,9,0,0,0,4,1,2,1
301,21,private,153718,Some-college,10,never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,north_america,<=50K,1,0,0,2,1,15,1,7,1,1,0,2,0
302,31,private,217460,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,45,north_america,>50K,2,0,0,3,1,11,0,13,0,4,1,2,1
303,55,private,238638,HS-grad,9,married,Sales,Husband,White,Male,4386,0,40,north_america,>50K,6,1,0,2,1,11,0,11,0,4,1,2,1
304,24,private,303296,Some-college,10,married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,asia,<=50K,1,0,0,2,1,15,0,0,5,1,0,0,0
305,43,private,173321,HS-grad,9,not-married,Adm-clerical,Not-in-family,White,Female,0,0,40,north_america,<=50K,4,0,0,2,1,11,2,0,1,4,0,2,0
306,26,private,193945,Assoc-acdm,12,never-married,Tech-support,Not-in-family,White,Male,0,0,45,north_america,<=50K,2,0,0,3,1,7,1,12,1,4,1,2,0
307,46,private,83082,Assoc-acdm,12,never-married,Prof-specialty,Not-in-family,White,Female,0,0,33,north_america,<=50K,4,0,0,2,1,7,1,9,1,4,0,2,0
308,35,private,193815,Assoc-acdm,12,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,>50K,3,0,0,2,1,7,0,0,0,4,1,2,1
309,41,self-employed,34987,Some-college,10,married,Farming-fishing,Husband,White,Male,0,0,54,north_america,>50K,4,0,0,3,2,15,0,4,0,4,1,2,1
310,26,private,59306,Bachelors,13,never-married,Sales,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,11,1,4,1,2,0
311,34,private,142897,Masters,14,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,asia,>50K,3,1,0,2,1,12,0,3,0,1,1,0,1
313,36,self-employed,205607,Bachelors,13,not-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,north_america,>50K,3,0,0,2,2,9,2,9,1,2,0,2,1
314,22,private,199698,Some-college,10,never-married,Sales,Own-child,White,Male,0,0,15,north_america,<=50K,1,0,0,1,1,15,1,11,3,4,1,2,0
315,24,private,191954,Some-college,10,never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,15,1,6,1,4,1,2,0
316,77,self-employed,138714,Some-college,10,married,Sales,Husband,White,Male,0,0,40,north_america,<=50K,9,0,0,2,2,15,0,11,0,4,1,2,0
317,22,private,399087,5th-6th,3,married,Machine-op-inspct,Other-relative,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,4,0,6,2,4,0,2,0
318,29,private,423158,Some-college,10,never-married,Tech-support,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,15,1,12,1,4,0,2,0
319,62,private,159841,HS-grad,9,not-married,Other-service,Not-in-family,White,Female,0,0,24,north_america,<=50K,7,0,0,2,1,11,2,7,1,4,0,2,0
320,39,self-employed,174308,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,2,11,0,3,0,4,1,2,0
321,43,private,50356,Some-college,10,married,Craft-repair,Husband,White,Male,0,1485,50,north_america,<=50K,4,0,2,3,1,15,0,2,0,4,1,2,0
322,35,private,186110,HS-grad,9,not-married,Transport-moving,Not-in-family,White,Male,0,0,45,north_america,<=50K,3,0,0,3,1,11,2,13,1,4,1,2,0
323,29,private,200381,11th,7,never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,1,1,3,1,4,0,2,0
324,76,self-employed,174309,Masters,14,married,Craft-repair,Husband,White,Male,0,0,10,north_america,<=50K,9,0,0,1,2,12,0,2,0,4,1,2,0
325,63,self-employed,78383,HS-grad,9,married,Farming-fishing,Husband,White,Male,0,0,45,north_america,<=50K,7,0,0,3,2,11,0,4,0,4,1,2,0
327,43,private,187728,Some-college,10,married,Prof-specialty,Wife,White,Female,0,1887,50,north_america,>50K,4,0,2,3,1,15,0,9,5,4,0,2,1
328,58,self-employed,321171,HS-grad,9,married,Handlers-cleaners,Husband,White,Male,0,0,40,north_america,<=50K,6,0,0,2,2,11,0,5,0,4,1,2,0
329,66,private,127921,HS-grad,9,never-married,Transport-moving,Not-in-family,White,Male,2050,0,55,north_america,<=50K,7,1,0,3,1,11,1,13,1,4,1,2,0
330,41,private,206565,Some-college,10,never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,north_america,<=50K,4,0,0,3,1,15,1,2,1,2,1,2,0
331,26,private,224563,Bachelors,13,never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,0,1,4,1,2,0
332,47,private,178686,Assoc-voc,11,never-married,Other-service,Not-in-family,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,8,1,7,1,4,1,2,0
333,55,sl-gov,98545,10th,6,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,<=50K,6,0,0,2,3,0,0,0,0,4,1,2,0
334,53,private,242606,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,11,0,13,0,4,1,2,0
335,17,private,270942,5th-6th,3,never-married,Other-service,Other-relative,White,Male,0,0,48,north_america,<=50K,0,0,0,3,1,4,1,7,2,4,1,2,0
336,30,private,94235,HS-grad,9,never-married,Craft-repair,Other-relative,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,1,2,2,4,1,2,0
337,49,private,71195,Masters,14,never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,north_america,<=50K,5,0,0,4,1,12,1,9,1,4,1,2,0
338,19,private,104112,HS-grad,9,never-married,Sales,Unmarried,Black,Male,0,0,30,north_america,<=50K,1,0,0,2,1,11,1,11,4,2,1,2,0
339,45,private,261192,HS-grad,9,married,Other-service,Husband,Black,Male,0,0,40,north_america,<=50K,4,0,0,2,1,11,0,7,0,2,1,2,0
340,26,private,94936,Assoc-acdm,12,never-married,Sales,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,7,1,11,1,4,1,2,0
341,38,private,296478,Assoc-voc,11,married,Craft-repair,Husband,White,Male,7298,0,40,north_america,>50K,3,1,0,2,1,8,0,2,0,4,1,2,1
342,36,sl-gov,119272,HS-grad,9,married,Protective-serv,Husband,White,Male,7298,0,40,north_america,>50K,3,1,0,2,3,11,0,10,0,4,1,2,1
343,33,private,85043,HS-grad,9,never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,north_america,<=50K,3,0,0,1,1,11,1,4,1,4,1,2,0
344,22,sl-gov,293364,Some-college,10,never-married,Protective-serv,Own-child,Black,Female,0,0,40,north_america,<=50K,1,0,0,2,3,15,1,10,3,2,0,2,0
345,43,self-employed,241895,Bachelors,13,never-married,Sales,Not-in-family,White,Male,0,0,42,north_america,<=50K,4,0,0,3,2,9,1,11,1,4,1,2,0
348,56,private,101128,Assoc-acdm,12,married,Other-service,Not-in-family,White,Male,0,0,25,asia,<=50K,6,0,0,2,1,7,0,7,1,4,1,0,0
349,31,private,156464,Bachelors,13,never-married,Prof-specialty,Own-child,White,Male,0,0,25,north_america,<=50K,2,0,0,2,1,9,1,9,3,4,1,2,0
350,33,private,117963,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,3,0,0,2,1,9,0,3,0,4,1,2,1
351,26,private,192262,HS-grad,9,married,Other-service,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,0,7,0,4,1,2,0
352,33,private,111363,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,3,0,0,2,1,9,0,3,0,4,1,2,1
353,46,sl-gov,329752,11th,7,married,Transport-moving,Husband,White,Male,0,0,30,north_america,<=50K,4,0,0,2,3,1,0,13,0,4,1,2,0
355,38,federal-gov,95432,HS-grad,9,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,>50K,3,0,0,2,0,11,0,0,0,4,1,2,1
